Key,Value
4564,"you developed a system of honor, giving your life meaning[/end]"
4565,breaking and entering. And stealing[/end]
4566,beating up some nobs for their gold[/end]
4567,pickpocketing around the village[/end]
4568,swindling some stupes out of their gold[/end]
4569,smuggling some Aegrotat into the village[/end]
4570,making an illegal withdrawal at the bank[/end]
4650,"a priest[/record]
a cleric[/end]"
4651,"priest[/record]
cleric[/end]"
4652,"a wizard[/record]
a mage[/end]"
4653,mage[/end]
4654,"a knight[/record]
a noble[/end]"
4655,"noble[/record]
lord[/record]
gentleman[/end]"
4656,"a merchant[/record]
a speculator[/record]
a financier[/end]"
4657,merchant[/end]
4700,"merchant[/record]
legislator[/record]
politician[/end]"
4701,"drove a stiletto into his heart[/record]
slit his throat with your dagger[/end]"
4702,"snapped his neck with your other hand[/record]
strangled him where he lay[/end]"
4703,"buried your hatchet in his chest[/record]
hacked him to pieces with your axe[/end]"
4704,"crushed his skull with your mace[/record]
clubbed him to death with your flail[/end]"
4705,pushed an arrow through his skull[/end]
4706,"gutted him with your handy katana[/record]
hacked off his head with your claymore[/end]"
4707,"spiritually[/record]
secularly[/end]"
4708,"magically[/record]
mystically[/end]"
4709,"socially[/record]
martially[/record]
militarily[/end]"
4710,"politically[/record]
economically[/end]"
4711,"retribution from the gods[/record]
an inquisition of all heretics[/end]"
4712,"a summoning of the Daedra[/record]
the weaving of a cataclysm[/end]"
4713,"an outbreak of open civil war[/record]
the destruction of alliances[/record]
a revolt of the warlord's serfs[/end]"
4714,"a crippling economic war[/record]
additional political machinations[/end]"
4750,swim[/end]
4751,"mend simple wounds[/record]
heal yourself[/record]
heal without magic[/end]"
4752,"act charming[/record]
smile and win[/record]
observe etiquette[/end]"
4753,"demand your way[/record]
command respect[/end]"
4754,"haggle with trappers[/record]
set your own price[/end]"
4755,Arkay[/end]
4756,Notorgo[/end]
4757,Mara[/end]
4758,Ephen[/end]
4759,Julianos[/end]
4760,Akatosh[/end]
4761,The Bandit God[/end]
4762,speak with the Wild Elves[/end]
4763,commune with the Faerie[/end]
4764,speak the Harpies tongue[/end]
4765,converse with the Giants[/end]
4766,talk (a bit!) to Dragons[/end]
4767,speak somewhat with Nymphs[/end]
4768,speak some words of Daedric[/end]
4769,converse with the Spriggans[/end]
4770,talk with Centaurs[/end]
4771,talk (a bit!) with Imps[/end]
4773,bow[/end]
4900,"handed you a dagger[/record]
tossed you a tanto[/end]"
4901,bowed to you[/end]
4902,"gave you his axe[/record]
handed you an axe[/end]"
4903,"gave you a mace[/record]
handed you a mace[/end]"
4904,took your bow from you.[/end]
4905,"handed you a sword[/record]
gave you a blade[/end]"
5100,"Your room is still rented for %dwr hours yet.[/center]
For how many additional days will you[/center]
require the room?[/center]
[/input] [/center]
[/end]"
5101,"Happy Heart's Day, %ra. As traditional, you[/center]
have a free room for the day. If you want to rent[/center]
it for a longer time, please stop by tomorrow.[/center]
[/end]"
5102,"Good day, %ra. For how many days[/center]
will you require the room?[/center]
[/input] [/center]
[/end]"
5221,"You and the trainer practice for 3 hours. The trainer[/center]
tells you to reflect on what you've learned,[/center]
and see if you can put it to good use.[/center]
[/end]"
5225,"Awright, kid, now lissen, I ain't gonna[/center]
repeat myself. Since you're one of us now,[/center]
just a %lev, but still,[/center]
I'll tell you where a local dungeon is you[/center]
might wanna use to supplement yer stash.[/center]
Lemme mark it on your map. There it is,[/center]
%dng. Now don't say[/center]
I ain't never done anything for ya.[/center]
[/record]
"
5226,"Congratulations, kid, you can call call[/center]
yerself a %lev in the Thieves[/center]
Guild now. We'll be yer official fence now[/center]
if ya want. We got ourselves a rat here[/center]
who'll buy yer hot merchandise offa ya and[/center]
sell ya stuff at a real discount that other[/center]
blokes picked up. Makes life a little[/center]
easier, I says.[/center]
[/end]"
5227,"Good going, hotshot. We think yer ready to[/center]
be a full-fledged %lev in[/center]
the Thieves Guild. From now on, if you wanna[/center]
know the newest scoop, talk to our spymaster.[/center]
We got ears all over the place, and now that[/center]
yer a %lev, so do you.[/center]
[/end]"
5228,"Listen, %pcf, I thought you'd[/center]
be innerested in hearin' about a little pit[/center]
here in %reg called %dng.[/center]
Virgin treasure trove, all ready ta be picked[/center]
apart. Let me mark it in yer map for ya. After[/center]
all, as the newest %lev[/center]
in the Thieves Guild, ya gotta keep yer income[/center]
up, eh, %pcf?[/center]
[/end]"
5229,"The Thieves Guild ranked ya again,[/center]
%pcf, whattya think about that?[/center]
Now that yer a %lev,[/center]
it's time I showed ya my own favorite,[/center]
secret treasure pit. Here it is on yer map.[/center]
They call in %dng.[/center]
Cheers on yer promotion, kid,[/center]
and enjoy the plunder.[/center]
[/end]"
5230,"Allow me to be the first to offer my[/center]
unreserved congratulations on your glorious[/center]
ascension up the slippery hierarchy that is[/center]
the Mages Guild. Now that you have achieved[/center]
the rank of %lev, you[/center]
have access to the Guild library. I can[/center]
remember when I was first deemed worthy[/center]
of such an honor. My eyes did not leave[/center]
printed page for three whole days. My[/center]
advice is to take advantage of this[/center]
as soon as possible. Once again,[/center]
jolly good show, %pcf.[/center]
[/end]"
5231,"Without hesitation, the Mages Guild has[/center]
elected to elevate your status and rank within[/center]
the Guild to that of %lev. You[/center]
now shall be honored with access to the Guild's[/center]
archives -- the largest selection of magical[/center]
esoteria in %reg. Most all items[/center]
are available for purchase, and our keeper is[/center]
forever looking for new articles and offers[/center]
generous rewards for such. I hope you will[/center]
find this honor useful. Once again, I do[/center]
respectively offer my congratulations.[/center]
[/end]"
5232,"%pcn, the Archmagister has[/center]
approved your promotion to the rank and station[/center]
of %lev in the Mages Guild. As[/center]
a %lev, you are hereby granted the right to use[/center]
the Guild's enchantments as you see fit. Our[/center]
magesmith will be honored to assist you in[/center]
enchanting any items you desire. If I may[/center]
be so bold, I offer you my personal[/center]
congratulations to you,[/center]
%lev %pcn.[/center]
[/end]"
5233,"On this day, by near unanimous vote of[/center]
Archmagister and Council, your title within[/center]
the guild is %lev. As[/center]
%lev, you are considered to be[/center]
responsible and trustworthy enough to have[/center]
rights to the Daedra summoning chamber. I[/center]
don't need to tell you that summoning a Daedra[/center]
is an act to be performed only after serious[/center]
consideration. If the need, in your opinion,[/center]
merits a summoning, the Guild Summoner will[/center]
aid you. Naturally, Daedra lords may only be[/center]
summoned on certain particular days for the[/center]
safety of the Guild as a whole. It is a grave[/center]
privilege, %pcn, of which[/center]
the Guild finds you worthy.[/center]
[/end]"
5234,"%pcn, it honors me to bestow[/center]
upon you the rank of %lev. By[/center]
deed and word, you have proven yourself to be[/center]
an exceptional guildmember worthy of the[/center]
penultimate position that the Mages Guild[/center]
recognizes. As a full %lev,[/center]
you may call upon the services of the Travellers[/center]
League, who guard the Guild's most treasured and[/center]
secret room -- the Teleportation Chamber.[/center]
From there, you may travel to any other [/center]
settlement in the Bay in but a twinkling.[/center]
As your time is most valuable, the[/center]
Chamber should aid you. Once again,[/center]
permit me to congratulate you on[/center]
this great honor, %lev.[/center]
[/end]"
5235,"For what it's worth, ya can call yerself[/center]
%lev, now, %pcf. Change of[/center]
rank due to meritous blah blah blah.[/center]
Just so ya know.[/center]
[/record]
Yer doin' awright, %pcf. The[/center]
boys decided you've earned the rank of[/center]
%lev in the Guild. Means[/center]
they're payin' attention to ya.[/center]
[/record]
Hey, kid, if ya start hearin' us call[/center]
ya %lev, it's 'cause of yer[/center]
promotion. Seems that the Guildmaster don't[/center]
think yer a total slob.[/center]
[/record]
Been a lotta talk about ya lately, kid.[/center]
Fact is, the Guildmaster says yer ready to[/center]
be a full %lev now. Don't[/center]
mean much, ta tell the truth, 'cept[/center]
that yer doin' something right.[/center]
[/end]"
5236,"By order of the Archmagister of the Iliac[/center]
Bay and the Council of the Mages Guild of[/center]
%cn, %pcn the %ra[/center]
is henceforth promoted to the rank and[/center]
title of %lev. Your[/center]
devotion and prowess is thus noted. Strive[/center]
ever forward.[/center]
[/record]
Congratulations, %lev %pcn.[/center]
The Council and Archmagister voted to award[/center]
you with the new rank just today.[/center]
[/end]"
