Key,Value
392232700,The Cairn of Vladomaus
393282175,Old Elara's Farm
394330756,The Ashston Graveyard
395379336,Hearthsly Manor
396427932,Gallobury
397477467,The Old Mastercroft Place
145840,The Rusty Hedgehog Inn
1194422,The Copperham Farmstead
2243003,Coppering Orchard
3293566,Coppersley Palace
4342144,Mermarket
5390731,Greensmith Manor
6440282,Hearthwing's Hold
7488874,Arkville
8538426,The Dead Djinn Pub
9587006,Buckinghouse Manor
10635589,Castle Ashsley
11684169,The Gaerwing Plantation
12732749,Ipstower
13781339,The Old Yeomham Place
14832862,Moorsly Palace
15881480,The White Huntsman Hostel
16931046,Uptale End
17979624,Ashston Manor
19029173,Gaerwing Manor
20077758,The Copperston Graveyard
21126345,The Yeomsley Farmstead
22174943,Kirkwood Field
23224481,Reywell
24273066,The Hearthwing Plantation
25321659,The Moorham Graveyard
26371197,The White Goat Lodge
27419776,Deerton Field
28468355,The Old Wicksly Shack
29516944,The Old Hawking Shack
30565525,Gentle Relic of Dibella
31614104,Old Gwynausa's Hovel
32662687,Jode Shrine
33711270,The Buckinghouse Farmstead
34760803,The Kingham Graveyard
35809394,Charencester
36857986,Holdale
37906578,Newley
38956133,Cromford 
40004726,Old Vannorya's Farm
41053304,Gothvale
42102844,The Copperhart Farmstead
43151425,Inner Idol of Dibella
44200008,Graycroft
45248586,Ashing Court
46297169,The Kingsmith Graveyard
47345748,Masterhart Manor
48394341,Blackham
49443871,The Copperton Farmstead
50493453,The Tower of Mastersley
51542045,Longhope Garden
52591627,The Woodston Farmstead
53641177,THe Crypts of Gaerhart
54689763,Belladyna Cultus
55738344,Ipsworth
56786925,The Hawkhart Burial Ground
57835503,Tunwick
58884086,Ruins of Old Ysyrrya's Hovel
59932669,Jode Shrine
60982207,Oxlech
62030797,Old Chrystyna's Farm
63080365,Sacred Idol of Dibella
64128971,The Hawksley Plantation
65178520,The Unfortunate Griffin Pub
66227106,The Feather and Dog Tavern
67275685,The Kingford Farmstead
68325269,The Gaerwing Farmstead
69374825,Wickton Court
70423410,The Hawksmith Cabin
71472005,Hawkston Manor
72520590,Tuning
73571137,Old Chrystona's Farm
74620716,Arkhope Minster
75669308,Uptower
76717889,The Flying Wolf Lodge
77767427,The Crypt of Morivulon
78816047,The Coppersly Crypts
79865618,Buckingsley Manor
80915155,Upwark Commons
81963733,The Lucky Fairy Pub
83012312,Arkbrugh
84060894,Deermont
85110472,THe Crypts of Yeomsmith
86159051,Reliquary of Raen
87207637,The Mole and Sword Inn
88256225,Woodton Tower
89305787,Newford Wood
90355341,The Dirty Dungeon Hostel
91403922,Ashham Orchard
92452510,Singing Oracle of Dibella
93502081,The Rusty Fawn Lodge
94551664,The Copperford Graveyard
95600254,The Woodsly Farmstead
96649796,Galloley
97698400,The Chrystona Coven
98746985,Morirdoth
99795567,The Kinghart Cabin
100845096,The Silver Hedgehog Pub
101893696,Fearful Altar of Dibella
102942284,Ruins of Wickcroft Palace
103991826,Tricerlath
105040406,Crommoth
106088989,Ruins of The Old Kinging Hovel
107138592,Cromvale
108188128,Eternal Ascencion of Dibella
109236715,Newbury
110285299,The Moorton Plantation
111333883,The Thirsty Badger Hostel
112382476,Old Evelyrrya's Shack
113432014,The Savage Mug Lodge
114480592,Old Morgorya's Farm
115529207,Ipsham
116578766,The Gaersly Farmstead
117627347,The Rusty Djinn Inn
118676892,Perpetual Altar of Dibella
119725471,Menevia
120774054,The Coppersley Farmstead
121822636,Coppersly Hall
122871232,Kingwing's Guard
123919811,The Buckingford Farmstead
124969355,Longbury Hollow
126017943,Yeoming Manor
127066521,Longford
128116109,The Hawkston Tombs
129165655,Gothhead
130214234,The Mole and Skull Inn
131262818,Gentle Sunrise of Dibella
132311403,Holy Omen of Dibella
133360947,Old Chrystyn's Farm
134409529,Vanwood
135458128,The Gaering Cemetery
136506712,Baelbrugh
137556264,Old Morgabyth's Place
138604845,Cathgate Court
139653430,Woodhouse Manor
140702024,The Devil's Helm Pub
141750602,The White Sword Hostel
142800129,Ruins of Old Vannorya's Place
143848730,Old Elyzyvyra's Farm
144897317,Kingford Court
145945898,The Greenham Farmstead
146994484,The Greensmith Farmstead
148044021,The Knave and Dragon Inn
149092602,Warshire
150141184,The Ashwing Crypts
151189786,Moorhouse Palace
152239327,Baelbrone
153288913,The Ashford Cemetery
154337505,The Copperwing Farmstead
155386085,Old Evelona's Farm
156435627,Ripbrone Commons
157484219,Shrine of Ephen
158532815,Wickton Manor
159582373,The Lynx and Dragon Tavern
160630961,The Greensley Farmstead
161679540,Greencroft Manor
162729092,The Wickwing Plantation
163777697,Aldtry
164826278,Tamgate End
165875809,The Buckington Tombs
166924403,Vanshire
167972989,Hearthham Grange
169022534,Copperfield Manor
170072113,Stokford End
171120697,Hortry
172169279,Warbury Commons
173217857,Weeping Redeemer of Dibella
174266438,The Tombs of Hearthhart
175315019,Ripcester Rock
176363605,Wickwing Orchard
177412192,The Old Wickton Hovel
178462721,The Old Hearthford Place
179511307,Ashham Manor
180559895,Sacred Tree of Dibella
181608481,The Wicksly Farmstead
182658019,The Dancing Gnome Pub
183706597,Charenfort
184755180,The Silver Porcupine Tavern
185803759,Greenfield Manor
186852346,Aldingbury
187900925,The Rat and Barbarian Inn
188949509,Wilderdale
189999079,Coppering Hall
191047666,Ashfield Manor
192096249,Ashwing Grange
193145802,The Moorsmith Farmstead
194194387,The Old Moorston Hovel
195242982,Shrine of Dugrod
196292506,Westcastle
197341089,The Savage Stag Hostel
198389667,The Dancing Rascal Tavern
199438250,The Old Wickton Shack
200486849,Eastham Hill
201535428,Chesterbrone Heath
202585017,Sekadred
203633596,The Wickton Cemetery
204683105,The Dunynak Excavation
205731682,Tamarilyn Coven
206780263,The Community of Elyzona
207828842,Lysandus' Tomb
208877459,Whitetower Garden
209926989,Hawkton Court
210975581,Ruins of The Tower of Wickham
212024159,Woodston Manor
213072779,Cromville Commons
214122324,Copperham Hall
215171867,Old Elyssa's Farm
216220446,Tamborne
217269033,Warfort
218319629,Old Vannyvyra's Farm
219368208,The Masterwing Plantation
220417751,Chesterbrugh
88705,Ruins of Old Elyzolda's Hovel
1140283,Shrine of Jephre
2188861,The Tower of Ashham
3237442,Hearthford's Hold
4288014,Gentle Seer of Kynareth
5337586,Copperhart Hall
6387167,Hawkston Court
7435746,Tower Kingham
8486321,The Gaersly Cabin
9534903,The Gaerwing Farmstead
10584470,The Fortress of Hearthfield
11633062,The Lion and Chasm Tavern
12682613,Horwark
13731196,The Dwarf and Barbarian Tavern
14779787,The Buckingfield Farmstead
15829331,Broadidge
16877911,Sage Monument
17926503,The Greenfield Cemetery
18976065,Castle Moorwing
20024650,Fontford
21073229,Penfort
22121811,Reybridge Moor
23170397,Reliquary of Sai
24218975,The Hawkhouse Farmstead
25268518,The Kingsmith Farmstead
26317099,Ruins of Old Elayne's Farm
27365688,The Greenfield Plantation
28414282,The Gaersley Farmstead
29463830,The Ashsmith Plantation
30512422,The Old Gaersly Hovel
31561003,The Masterwing Farmstead
32610552,The Knave and Guard Inn
33659136,Alcaire Coven
34707722,Castle Coppercroft
35757283,The Old Coppersly Place
36805861,Copperwing Hall
37854452,Longleigh End
38904008,Eternal Light of Kynareth
39952595,The Queen's Dog Hostel
41002158,Grimmarket
42050743,The Wickhouse Plantation
43099329,Old Morgona's Hovel
44148878,Anvil of Ebonarm
45197465,The Laughing Fairy Lodge
46246051,The Roost of Hezirrog
47294642,The Wicking Farmstead
48344190,The Masterham Farmstead
49392771,The Old Yeoming Shack
50442357,Arkmont
51490939,Ruins of Buckingcroft Palace
52539519,Merpath
53588098,Ruins of Copperhouse's Guard
54636679,The Gaersmith Farmstead
55685258,The Fortress of Woodton
56734800,Stokwood
57783405,Lord Stadezon's Barrow
58832959,The Bat and Sword Pub
59881539,Alcaire
60930118,The Lion and Dagger Lodge
61978700,The Mastering Graveyard
63027278,Ruins of Ashham Hall
64076858,Reyborne
65125438,Old Morgolda's Farm
66174993,Gaerston Grange
67223579,Jhim Sei Shrine
68272172,Ruins of Hawkhart Grange
69321718,Joyous Rebirth of Kynareth
70370313,Vanbrugh Minster
71418891,Dunywyr Laboratory
72468458,The Rodistair Quarry
73518031,The Queen's Goblin Pub
74566617,The Graves of Buckingsley
75616176,The Citadel of Greenham
76664762,The Gromdon Aerie
77713343,Mastercroft Grange
78762907,Hawkfield Grange
79812492,Newwood
80861071,Inner Seer of Kynareth
81909651,Ruins of Yeomwing Palace
82960197,Greenston Manor
84008787,The Woodwing Plantation
85057367,Shrine of Dugrod
86105949,The Yeomham Farmstead
87154528,Ruins of Mastercroft Manor
88203107,Ruins of The Wicking Cabin
89252650,Greenwing Hall
90301240,Crommarket
91350823,The Buckingston Farmstead
92399406,The Lucky Giant Pub
93448003,Westwych
94497543,Hearthsley Court
95546129,The Hold of Buckingsmith
96594713,Bleeding Seer of Kynareth
97643309,Greenston Grange
98691887,The Hawkhart Farmstead
99741445,The Black Rascal Pub
100790032,Masterhouse Grange
101839583,Yeomfield Manor
102888168,Old Carolabyth's Shack
103936758,Knightslech
104986309,Silent Omen of Kynareth
106034901,The Laboratory of Edwywyr
107083490,Woodhouse Manor
108133035,Grimham
109181620,The Fortress of Ashsley
110230210,Gaering Palace
111278788,Fearful Soul of Kynareth
112327368,The Laughing Mug Pub
113375955,The Vermphang Mews
114425498,The Hawkcroft Cabin
115474109,The Hawksly Cabin
116523665,Kingford Hall
117572251,Gothshire
118621799,The Gaering Cemetery
119670378,The Red Stag Pub
120718990,The Buckingcroft Farmstead
121767574,Gothleigh
122817093,The Moorsley Farmstead
123865675,The Copperham Farmstead
124914262,Cathborne
125962845,Buckingston Court
127011424,Castle Wickfield
128060013,Holy Omen of Kynareth
129108593,Gaersly Palace
130157180,Old Vannyrrya's Hovel
131206711,The Laboratory of Mordyval
132255291,Ruins of Moorcroft Manor
133303884,Burning Soul of Kynareth
134352471,Whitetale
135401064,Ashsmith Grange
136449644,Ashston Hall
137499169,The Stronghold of Ashfield
138547749,Ruins of Moorford Manor
139596343,The Buckinghart Plantation
140644922,Ruins of Old Chrystorya's Place
141693508,Lamwych
142742090,Wicking Orchard
143790669,Tunpath
144840233,Fontway
145889814,The Citadel of Moorston
146938407,Old Vyctayne's Hovel
147986986,Perpetual Light of Kynareth
149036537,Gaerhart Manor
150085124,The Stronghold of Hawkcroft
151133706,The Screaming Sword Inn
152183290,Kirkcart
153231868,The Masterston Farmstead
154281430,The Tower of Coppersly
155330008,Wargate
156378590,Blackbury
157428164,The Old Kington Place
158476744,Greenham Hall
159525324,The White Barbarian Hostel
160574903,Masterhart Grange
161623483,The Stronghold of Kingston
162674061,Old Vyctyrrya's Hovel
163724637,The Citadel of Hawkfield
164775214,The Greenton Graveyard
165826796,The Laughing Cat Hostel
39658,The King's Muskrat Hostel
1089243,Wailing Martyr of Dibella
2139821,Ruins of Ashfield Hall
3190391,Ruins of The Old Moorhart Place
4238974,The Yeomhart Graveyard
5289547,Greenton Tower
6338128,Ripbridge
7387695,Midville
8437279,Oxhead
9485858,Perpetual Soul of Dibella
10535422,Holhope
11584003,Holwich
12635571,The White Giant Lodge
13686147,Grolhoth
14734731,The Rat and Stag Lodge
15784301,Wailing Soul of Dibella
16832885,Old Elyzausa's Shack
17882457,The Moorford Farmstead
18933042,Lamvale
19982600,Old Vannyrrya's Shack
21031183,The Vojrilas Web
22080768,Knightsley
23129372,Blessed Sunrise of Dibella
24177952,Ashston Orchard
25227488,Silent Prophet of Dibella
26277057,Whiteing
27325676,Greening Hall
28374255,Whitewark
29423789,The Moorwing Plantation
30472399,Blessed Omen of Dibella
31522945,The Ashhouse Crypts
32573521,Grimcroft
33622100,Woodwing Grange
34670697,Shrine of Jephre
35719283,Buckingsley Manor
36770828,Charham
37819410,Castle Kingfield
38868003,The King's Scorpion Hostel
39916596,Coppersly Tower
40966136,The Ashing Farmstead
42014721,Ashston Palace
43064282,The Pig and Goblin Hostel
44112888,Copperham Grange
45161468,The Haunt of Balthenon
46211002,The Woodfield Graveyard
47259582,Yeomhouse Manor
48308184,Baelwych
49356770,The Black Stag Tavern
50407321,Kinghouse Hall
51455900,The Greenwing Farmstead
52505470,Hearthcroft's Guard
53554059,The Kinghart Farmstead
54602643,The Thirsty Priest Inn
55651228,Weeping Light of Dibella
56700807,Ashhart Palace
57749390,Burgway
58798921,The Mole and Dagger Hostel
59847507,Weeping Redeemer of Dibella
60897107,The Old Ashwing Place
61946658,The Red Pit Pub
62995246,Kirkbury Court
64044794,The Ashhart Plantation
65093380,The Ashsley Farmstead
66141972,Grimbrugh
67190559,Wickwing Orchard
68239154,The Ashwing Cemetery
69288702,Wooding Palace
70338253,The Wickwing Farmstead
71386836,Koegria
72435414,Hawksley Court
73484024,The Woodcroft Farmstead
74533559,Old Lysyn's Shack
75582159,Vancastle Garden
76630739,The Rat and Dagger Hostel
77679322,The Hearthsmith Graveyard
78728870,Holwell
79778449,Buckingford Manor
80827066,Old Lysyna's Farm
81876591,Moorcroft Manor
82925192,Longbridge
83973771,Shrine of Bandi
85023352,The Woodfield Farmstead
86071939,Yeomham Court
87122472,Crompath
88173056,The Coven of Elyzona
89221635,The Kingsly Cemetery
90270234,The Unfortunate Scorpion Tavern
91319775,Copperwing Grange
92368354,The Greenton Farmstead
93416934,The Old Greensmith Hovel
94465531,The Lynx and Wolf Tavern
95514109,Sage Monument
96563680,The Moorhouse Farmstead
97612266,Jode Shrine
98661837,Aldcester
99710424,Aldwick
100760979,The Greensley Plantation
101810565,The Red Priest Hostel
102859143,The Buckingsmith Cabin
103908706,The Sahilorgonivah Grotto
104958267,The Ashhouse Farmstead
106006849,Eastbeth
107056408,The Dancing Dragon Lodge
108104997,Galloton
109153579,Yeomhouse's Guard
110202163,Penbury
111253719,The Buckinging Farmstead
112302298,The Lynx and Barbarian Pub
113350878,Wailing Star of Dibella
114399464,Cromtower
115450023,Elausa Cultus
116498619,The Ashford Farmstead
117548182,Grimford
118597750,The Yeomsley Plantation
119646336,The Old Yeomsly Hovel
120697907,The Old Mastersmith Hovel
121748481,Fontbeth
122797074,The Black Sword Pub
123847632,Helker
124898210,Old Ysyrrya's Farm
125946790,Hearthfield Palace
126996372,The Green Muskrat Inn
128046945,The Cairn of Morulam
129097518,The Beaver and Woodchuck Lodge
130146110,Holton
131195677,The Gaol of Gondard
132245248,Coppering Manor
133294827,Demuagexia Hollow
87641,Lamwych Hall
1136219,Westcester
2184799,Ruins of Buckingfield Orchard
3233377,Charwick
4282925,The Tombs of Hearthston
5331513,The Quarry of Gondistair
6381081,Jode Shrine
7429677,The Bat and Huntsman Inn
8479247,Masterham Palace
9527834,Ruins of Moorcroft Grange
10577382,The Yeomhouse Cabin
11625967,The Hearthham Vaults
12675530,Longbeth
13724108,The Coppersmith Cemetery
14772693,The Crypt of Verimus
15821281,Shrine of Q'Olwen
16870831,Galloing
17919431,Moorcroft Manor
18968016,Gallowark
20017544,Blessed Rebirth of Stendarr
21066143,Holwych Minster
22114723,Ruins of The Yeoming Cabin
23163301,Moorsly Manor
24212882,Singwych
25262434,The Cairn of Marquis Magnenus
26311032,Kinghouse Court
27359612,The Greenford Farmstead
28409150,The Restless Porcupine Pub
29457743,The Hawksly Cemetery
30506359,The Fortress of Greenton
31555875,Grolraphang
32604467,Masterton Manor
33653056,Burgvale
34701636,The Mooring Farmstead
35750229,The Old Moorfield Place
36798809,Sacred Soul of Stendarr
37848333,Whitecastle
38896943,The Woodcroft Burial Ground
39945522,The Hawkwing Farmstead
40995074,Easting Rock
42043678,Ashcroft Grange
43093219,Old Elyzabyth's Place
44141808,The Fox and Fawn Inn
45191376,Newmore Hollow
46239963,Newtale
47288549,The Red Helm Pub
48337133,Moorhart Grange
49385725,Kington Hall
50435295,Hawkwing's Hold
51484810,Wickton Palace
52533402,Mastersmith Hall
53581980,The Moorsly Farmstead
54630592,Charentower
55679173,Charencroft
56727755,Ruins of Old Vannyrrya's Farm
57777264,The Ashcroft Farmstead
58825855,The Wickhouse Farmstead
59874456,Old Belladona's Farm
60923036,The Silver Helm Lodge
61971614,The Old Moorsley Place
63021153,The Elyzabyth Tradition
64069732,The Unfortunate Porcupine Hostel
65118317,The Yeomsley Cemetery
66166896,The Hawkhouse Farmstead
67215475,Woodford Orchard
68264055,Fontcester Rock
69312637,Vaning
70361229,The Ashham Graveyard
71410751,The Woodcroft Farmstead
72459329,THe Crypts of Greenwing
73507911,Horwold
74556538,Hearthfield Hall
75606053,The Kingfield Farmstead
76654646,Old Belladabyth's Hovel
77703225,Hawksly Palace
78751815,Westfort
79800399,Kirkwold
80848986,The Hawkwing Ruins
81898534,Blackwich Heath
82947149,The Tombs of Wickhouse
83995730,Grumlath
85045229,Fearful Rebirth of Stendarr
86093819,The Moorwing Farmstead
87142429,Cathway
88191027,Burgvale Moor
89240526,Charenbrone
90289118,Copperton Grange
91337701,The Lysyna Cabal
92386301,The Disponiva Hole
93434887,The Yeomford Graveyard
94483471,The Gaerford Plantation
95532061,The Masterton Farmstead
96581550,Old Barbyna's Hovel
97630185,The Wicking Farmstead
98678777,Wickhouse Grange
99727372,Stokbrone
100776865,Riping
101825456,Lamtry
102874077,Penmarket
103922661,Fontbridge
104971246,The Thirsty Skull Hostel
106019825,Strenner Haven
107069344,Old Vyctyn's Farm
108118886,Cathcester
109167477,The Fox and Skull Tavern
110216061,Masterhart Grange
111264641,Ruins of Hearthwing's Guard
112313254,Inner Light of Stendarr
113362783,Whitelech
114412333,Hearthford Tower
115460942,Tower Ashsmith
116509537,Jhim Sei Shrine
117558116,Old Vannyna's Place
118607641,Hawksly Manor
119656225,Midhope
120704813,Bhoriane
121753395,Midwall
122801987,Tunvale
